"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"failed","Tue Jun 08 18:41:07 EEST 2021","Tue Jun 08 18:41:08 EEST 2021","1088","","UI Tests","","Tests.UI.Tests.WebDriverTests","ThirdUITest","ThirdUITest",""
